row,col,data
7336,8623,1.0
7336,9429,1.0
7336,9431,1.0
7336,9714,1.0
7336,10158,1.0
7336,10469,1.0
7336,10779,1.0
7336,10831,1.0
7336,12876,1.0
7336,12980,1.0
7336,12998,1.0
7336,13186,1.0
7336,14190,1.0
7336,15855,1.0
7337,8102,1.0
7337,15911,1.0
7338,1760,1.0
7338,1915,1.0
7338,6326,1.0
7338,6455,1.0
7338,6510,1.0
7338,8603,1.0
7338,8662,1.0
7338,8979,1.0
7338,10401,1.0
7338,11736,1.0
7338,12932,1.0
7338,14415,1.0
7338,15149,1.0
7338,15150,1.0
7338,17957,1.0
7339,74,1.0
7339,3654,1.0
7339,3842,1.0
7339,5061,1.0
7339,5142,1.0
7339,6176,1.0
7339,6373,1.0
7339,6526,1.0
7339,7323,1.0
7339,7326,1.0
7339,7495,1.0
7339,8179,1.0
7339,8668,1.0
7339,15099,1.0
7339,16659,1.0
7341,3654,1.0
7341,3842,1.0
7341,5061,1.0
7341,8445,1.0
7341,16124,1.0
7342,3059,1.0
7342,3999,1.0
7342,4024,1.0
7342,5112,1.0
7342,5204,1.0
7342,5206,1.0
7342,5294,1.0
7342,5561,1.0
7342,5562,1.0
7342,5645,1.0
7342,8597,1.0
7342,8745,1.0
7342,10108,1.0
7342,10920,1.0
7342,15907,1.0
7342,17835,1.0
7343,9487,1.0
7344,4037,1.0
7345,3568,1.0
7345,3628,1.0
7345,6530,1.0
7345,6552,1.0
7345,6794,1.0
7345,6797,1.0
7345,8232,1.0
7345,10210,1.0
7345,10211,1.0
7345,10660,1.0
7345,12341,1.0
7345,18025,1.0
7346,1665,1.0
7346,2107,1.0
7346,2166,1.0
7346,2398,1.0
7346,2638,1.0
7346,2713,1.0
7346,2738,1.0
7346,2740,1.0
7346,2744,1.0
7346,3278,1.0
7346,3434,1.0
7346,3606,1.0
7346,4952,1.0
7346,5063,1.0
7346,5697,1.0
7346,5700,1.0
7346,5811,1.0
7346,6309,1.0
7346,6403,1.0
7346,6556,1.0
7346,6683,1.0
7346,6716,1.0
7346,6852,1.0
7346,6881,1.0
7346,7209,1.0
7346,7642,1.0
7346,7796,1.0
7346,8857,1.0
7346,9017,1.0
7346,9019,1.0
7346,9684,1.0
7346,12575,1.0
7346,12576,1.0
7346,12673,1.0
7346,13184,1.0
7346,14800,1.0
7346,14890,1.0
7346,15602,1.0
7346,15657,1.0
7346,16421,1.0
7347,5417,1.0
7347,5542,1.0
7347,8007,1.0
7347,8308,1.0
7347,10224,1.0
7347,10226,1.0
7347,18185,1.0
7348,131,1.0
7348,187,1.0
7348,194,1.0
7348,540,1.0
7348,643,1.0
7348,2735,1.0
7348,3806,1.0
7348,3815,1.0
7348,4609,1.0
7348,4687,1.0
7348,5392,1.0
7348,5551,1.0
7348,5632,1.0
7348,5671,1.0
7348,6204,1.0
7348,6205,1.0
7348,6207,1.0
7348,6414,1.0
7348,6751,1.0
7348,7711,1.0
7348,8318,1.0
7348,8638,1.0
7348,9073,1.0
7348,9940,1.0
7348,11301,1.0
7348,15692,1.0
7348,15694,1.0
7348,15715,1.0
7348,15797,1.0
7351,5114,1.0
7351,7172,1.0
7353,7346,1.0
7354,724,1.0
7354,725,1.0
7354,3518,1.0
7354,3525,1.0
7354,3806,1.0
7354,4023,1.0
7354,4355,1.0
7354,4360,1.0
7354,4609,1.0
7354,4705,1.0
7354,4719,1.0
7354,5044,1.0
7354,6326,1.0
7354,7203,1.0
7354,10466,1.0
7354,12646,1.0
7354,15764,1.0
7354,16376,1.0
7354,17124,1.0
7355,1448,1.0
7355,1689,1.0
7355,1690,1.0
7355,1891,1.0
7355,4657,1.0
7355,4775,1.0
7355,5137,1.0
7355,5143,1.0
7355,18100,1.0
7356,2575,1.0
7356,3942,1.0
7356,4219,1.0
7356,4456,1.0
7356,4467,1.0
7356,4723,1.0
7356,4724,1.0
7356,4728,1.0
7356,4993,1.0
7356,5455,1.0
7356,5676,1.0
7356,5942,1.0
7356,6174,1.0
7356,6252,1.0
7356,7645,1.0
7356,7688,1.0
7356,8315,1.0
7356,8694,1.0
7356,9049,1.0
7356,9343,1.0
7356,10939,1.0
7356,12532,1.0
7356,13181,1.0
7356,13206,1.0
7356,14415,1.0
7356,15398,1.0
7356,17858,1.0
7356,18097,1.0
7357,3922,1.0
7357,4034,1.0
7357,5387,1.0
7357,5934,1.0
7357,6046,1.0
7357,6302,1.0
7357,10197,1.0
7359,3579,1.0
7359,4209,1.0
7359,4361,1.0
7359,5479,1.0
7362,5964,1.0
7362,7243,1.0
7362,8306,1.0
7362,8711,1.0
7362,10167,1.0
7363,621,1.0
7363,3278,1.0
7363,4652,1.0
7363,4658,1.0
7363,4660,1.0
7363,4839,1.0
7363,5005,1.0
7363,5044,1.0
7363,5165,1.0
7363,5187,1.0
7363,5560,1.0
7363,5695,1.0
7363,6046,1.0
7363,6524,1.0
7363,7584,1.0
7363,7600,1.0
7363,7771,1.0
7363,7773,1.0
7363,8034,1.0
7363,8961,1.0
7363,8982,1.0
7363,9465,1.0
7363,9939,1.0
7363,11783,1.0
7363,12355,1.0
7363,15879,1.0
7363,16461,1.0
7365,5432,1.0
7365,8186,1.0
7365,8668,1.0
7365,14840,1.0
7365,17791,1.0
7368,4207,1.0
7368,4310,1.0
7368,6289,1.0
7368,6900,1.0
7368,7353,1.0
7368,8261,1.0
7368,9197,1.0
7368,10039,1.0
7369,6782,1.0
7369,8031,1.0
7372,1212,1.0
7372,3252,1.0
7372,4797,1.0
7372,5475,1.0
7372,6228,1.0
7372,10085,1.0
7373,126,1.0
7373,127,1.0
7373,196,1.0
7373,232,1.0
7373,1943,1.0
7373,2301,1.0
7373,3572,1.0
7373,3592,1.0
7373,3834,1.0
7373,3992,1.0
7373,4010,1.0
7373,4053,1.0
7373,4383,1.0
7373,4456,1.0
7373,4664,1.0
7373,4691,1.0
7373,4728,1.0
7373,5143,1.0
7373,5391,1.0
7373,6135,1.0
7373,6510,1.0
7373,6632,1.0
7373,6989,1.0
7373,7199,1.0
7373,7491,1.0
7373,7594,1.0
7373,7626,1.0
7373,7664,1.0
7373,8843,1.0
7373,8952,1.0
7373,9048,1.0
7373,9049,1.0
7373,9053,1.0
7373,9128,1.0
7373,9132,1.0
7373,9272,1.0
7373,9303,1.0
7373,9305,1.0
7373,9456,1.0
7373,9930,1.0
7373,10678,1.0
7373,11170,1.0
7373,12194,1.0
7373,14227,1.0
7373,15262,1.0
7373,16219,1.0
7373,16220,1.0
7373,16767,1.0
7373,17547,1.0
7373,17759,1.0
7374,7252,1.0
7374,8635,1.0
7374,11160,1.0
7374,12556,1.0
7375,1566,1.0
7375,1887,1.0
7375,2988,1.0
7375,3693,1.0
7375,3948,1.0
7375,5287,1.0
7375,5581,1.0
7375,5852,1.0
7375,15159,1.0
7375,17103,1.0
7375,17505,1.0
7375,17520,1.0
7375,18243,1.0
7377,14250,1.0
7379,3609,1.0
7379,16180,1.0
7381,126,1.0
7381,5260,1.0
7382,187,1.0
7382,3631,1.0
7382,4242,1.0
7382,4251,1.0
7382,4439,1.0
7382,4446,1.0
7382,4626,1.0
7382,5304,1.0
7382,8094,1.0
7382,8414,1.0
7382,8505,1.0
7382,8667,1.0
7382,8668,1.0
7382,8748,1.0
7382,9302,1.0
7382,9446,1.0
7382,9448,1.0
7382,9477,1.0
7382,10563,1.0
7382,10636,1.0
7382,12030,1.0
7382,15288,1.0
7382,17140,1.0
7382,17786,1.0
7382,18291,1.0
7383,552,1.0
7383,1493,1.0
7383,1507,1.0
7383,1522,1.0
7383,2818,1.0
7383,3962,1.0
7383,4041,1.0
7383,4055,1.0
7383,4098,1.0
7383,4219,1.0
7383,4708,1.0
7383,5184,1.0
7383,5297,1.0
7383,5637,1.0
7383,5775,1.0
7383,5847,1.0
7383,6777,1.0
7383,6906,1.0
7383,7304,1.0
7383,7354,1.0
7383,7661,1.0
7383,7662,1.0
7383,7940,1.0
7383,8238,1.0
7383,8353,1.0
7383,8360,1.0
7383,8961,1.0
7383,8979,1.0
7383,9672,1.0
7383,11158,1.0
7383,12037,1.0
7383,12712,1.0
7383,13061,1.0
7383,14075,1.0
7383,14536,1.0
7383,15134,1.0
7383,15144,1.0
7383,15806,1.0
7383,16200,1.0
7383,16220,1.0
7383,16241,1.0
7383,16469,1.0
7384,1089,1.0
7384,3075,1.0
7384,3655,1.0
7384,4001,1.0
7384,4034,1.0
7384,4108,1.0
7384,4161,1.0
7384,4193,1.0
7384,4223,1.0
7384,4372,1.0
7384,4623,1.0
7384,4691,1.0
7384,4908,1.0
7384,5060,1.0
7384,5181,1.0
7384,5525,1.0
7384,5756,1.0
7384,5762,1.0
7384,6049,1.0
7384,6269,1.0
7384,6510,1.0
7384,6805,1.0
7384,7336,1.0
7384,7467,1.0
7384,8170,1.0
7384,8979,1.0
7384,9256,1.0
7384,9503,1.0
7384,9628,1.0
7384,10790,1.0
7384,12053,1.0
7384,12749,1.0
7384,13118,1.0
7384,13480,1.0
7384,13648,1.0
7384,13753,1.0
7384,14190,1.0
7384,14313,1.0
7384,14982,1.0
7384,15706,1.0
7384,15707,1.0
7384,17558,1.0
7384,17560,1.0
7384,17735,1.0
7384,17857,1.0
7385,4368,1.0
7385,14590,1.0
7386,3806,1.0
7386,3815,1.0
7386,7352,1.0
7386,7353,1.0
7386,18291,1.0
7388,1710,1.0
7388,1712,1.0
7388,2428,1.0
7388,2432,1.0
7388,2448,1.0
7388,3101,1.0
7388,4037,1.0
7388,4094,1.0
7388,4179,1.0
7388,4211,1.0
7388,4215,1.0
7388,4303,1.0
7388,4952,1.0
7388,4965,1.0
7388,5009,1.0
7388,5156,1.0
7388,5297,1.0
7388,5351,1.0
7388,5610,1.0
7388,5632,1.0
7388,5645,1.0
7388,5846,1.0
7388,6201,1.0
7388,6203,1.0
7388,6331,1.0
7388,6357,1.0
7388,6368,1.0
7388,6436,1.0
7388,6445,1.0
7388,6477,1.0
7388,6478,1.0
7388,6776,1.0
7388,6793,1.0
7388,6798,1.0
7388,6881,1.0
7388,6886,1.0
7388,7207,1.0
7388,7674,1.0
7388,8172,1.0
7388,10946,1.0
7388,11281,1.0
7388,11314,1.0
7388,12754,1.0
7388,14847,1.0
7388,15704,1.0
7388,16235,1.0
7388,18262,1.0
7389,431,1.0
7389,3509,1.0
7389,5112,1.0
7389,5861,1.0
7389,7500,1.0
7389,10926,1.0
7389,18261,1.0
7391,170,1.0
7391,187,1.0
7391,189,1.0
7391,3565,1.0
7391,3566,1.0
7391,3572,1.0
7391,3881,1.0
7391,3885,1.0
7391,3902,1.0
7391,3948,1.0
7391,4023,1.0
7391,4176,1.0
7391,4207,1.0
7391,4352,1.0
7391,4397,1.0
7391,4472,1.0
7391,4538,1.0
7391,4629,1.0
7391,4775,1.0
7391,5294,1.0
7391,5301,1.0
7391,5430,1.0
7391,5431,1.0
7391,5432,1.0
7391,5471,1.0
7391,5496,1.0
7391,5645,1.0
7391,5650,1.0
7391,5753,1.0
7391,5835,1.0
7391,6235,1.0
7391,6382,1.0
7391,6391,1.0
7391,6517,1.0
7391,7223,1.0
7391,7585,1.0
7391,7882,1.0
7391,8030,1.0
7391,8331,1.0
7391,8473,1.0
7391,9014,1.0
7391,9132,1.0
7391,9691,1.0
7391,9948,1.0
7391,11264,1.0
7391,12410,1.0
7391,13825,1.0
7391,17202,1.0
7391,17995,1.0
7391,18321,1.0
7392,11733,1.0
7393,4410,1.0
7393,5128,1.0
7394,4657,1.0
7395,3831,1.0
7395,4053,1.0
7395,5815,1.0
7395,6344,1.0
7395,7250,1.0
7395,8505,1.0
7395,8938,1.0
7395,9126,1.0
7395,10856,1.0
7395,11062,1.0
7396,4244,1.0
7396,5133,1.0
7396,7581,1.0
7396,7583,1.0
7396,8414,1.0
7396,8982,1.0
7396,10843,1.0
7396,11892,1.0
7396,11895,1.0
7396,11898,1.0
7396,11907,1.0
7397,509,1.0
7397,4007,1.0
7397,4755,1.0
7397,6214,1.0
7397,7662,1.0
7398,3919,1.0
7399,232,1.0
7399,4660,1.0
7399,5270,1.0
7399,5949,1.0
7399,6228,1.0
7399,6229,1.0
7399,6792,1.0
7399,6817,1.0
7399,10389,1.0
7399,15716,1.0
7399,15892,1.0
7399,16176,1.0
7400,197,1.0
7400,1212,1.0
7400,3515,1.0
7400,3611,1.0
7400,3991,1.0
7400,4007,1.0
7400,4459,1.0
7400,4463,1.0
7400,4719,1.0
7400,4728,1.0
7400,5739,1.0
7400,5752,1.0
7400,5957,1.0
7400,7583,1.0
7400,8011,1.0
7400,8347,1.0
7400,8393,1.0
7400,8635,1.0
7400,8668,1.0
7400,8833,1.0
7400,9452,1.0
7400,10928,1.0
7400,11333,1.0
7400,13388,1.0
7400,15303,1.0
7400,15907,1.0
7400,16307,1.0
7400,16584,1.0
7400,17951,1.0
7400,18031,1.0
7402,4396,1.0
7403,8623,1.0
7403,8627,1.0
7403,9238,1.0
7403,10055,1.0
7403,11733,1.0
7406,7323,1.0
7406,7416,1.0
7406,10900,1.0
7406,13184,1.0
7406,16831,1.0
7407,1693,1.0
7407,2103,1.0
7407,4024,1.0
7407,4036,1.0
7407,4119,1.0
7407,4187,1.0
7407,5114,1.0
7407,5304,1.0
7407,6800,1.0
7407,6802,1.0
7407,6825,1.0
7407,7323,1.0
7407,8369,1.0
7407,10538,1.0
7407,10967,1.0
7407,11252,1.0
7407,11353,1.0
7407,13241,1.0
7407,13598,1.0
7407,13636,1.0
7407,13862,1.0
7407,14779,1.0
7407,15360,1.0
7407,15457,1.0
7410,2834,1.0
7410,4130,1.0
7410,4634,1.0
7410,5301,1.0
7410,6391,1.0
7410,6850,1.0
7410,7507,1.0
7410,7516,1.0
7410,10469,1.0
7410,12408,1.0
7410,13240,1.0
7410,13372,1.0
7410,14184,1.0
7410,14727,1.0
7410,15248,1.0
7410,15706,1.0
7410,18288,1.0
7411,1023,1.0
7411,3537,1.0
7411,5352,1.0
7411,5905,1.0
7411,10284,1.0
7411,16659,1.0
7411,17955,1.0
7413,1237,1.0
7413,1398,1.0
7413,4714,1.0
7413,8213,1.0
7413,8214,1.0
7413,12229,1.0
7413,16462,1.0
7413,16463,1.0
7413,16464,1.0
7413,18150,1.0
7413,18153,1.0
7414,53,1.0
7414,3730,1.0
7414,5581,1.0
7414,7590,1.0
7414,8614,1.0
7414,9446,1.0
7414,13845,1.0
7415,532,1.0
7415,3565,1.0
7415,3572,1.0
7415,3588,1.0
7415,6686,1.0
7415,10067,1.0
7416,1813,1.0
7416,4129,1.0
7416,4310,1.0
7416,8283,1.0
7416,11314,1.0
7416,13831,1.0
7417,4280,1.0
7417,5508,1.0
7417,8627,1.0
7417,11046,1.0
7418,3818,1.0
7418,4034,1.0
7418,4310,1.0
7418,4844,1.0
7418,9236,1.0
7418,12852,1.0
7419,4273,1.0
7420,6526,1.0
7420,8982,1.0
7421,227,1.0
7421,5175,1.0
7421,5900,1.0
7421,10277,1.0
7421,18225,1.0
7422,1496,1.0
7422,2881,1.0
7422,2883,1.0
7426,11629,1.0
7427,3540,1.0
7427,3831,1.0
7427,4280,1.0
7427,4658,1.0
7427,4691,1.0
7427,4719,1.0
7427,6030,1.0
7427,6292,1.0
7427,8635,1.0
7427,9461,1.0
7430,5133,1.0
7430,10158,1.0
7433,3204,1.0
7433,5113,1.0
7433,5143,1.0
7433,6662,1.0
7433,8526,1.0
7433,10068,1.0
7433,11783,1.0
7433,16012,1.0
7434,2188,1.0
7434,3199,1.0
7434,3842,1.0
7434,3895,1.0
7434,4658,1.0
7434,4714,1.0
7434,5113,1.0
7434,5139,1.0
7434,5297,1.0
7434,5532,1.0
7434,6745,1.0
7434,7199,1.0
7434,8368,1.0
7434,13836,1.0
7434,15303,1.0
7434,16728,1.0
7434,16806,1.0
7434,18061,1.0
7434,18115,1.0
7435,7372,1.0
7436,4629,1.0
7436,4781,1.0
7436,5475,1.0
7436,6680,1.0
7436,11535,1.0
7436,13856,1.0
7438,13107,1.0
7439,4687,1.0
7439,8383,1.0
7439,10813,1.0
7439,15908,1.0
7440,8459,1.0
7441,4396,1.0
7441,4827,1.0
7441,9305,1.0
7441,9682,1.0
7441,10425,1.0
7441,12355,1.0
7442,4367,1.0
7442,4833,1.0
7442,4862,1.0
7442,7931,1.0
7442,8638,1.0
7442,13842,1.0
7442,16192,1.0
7442,18250,1.0
7443,5,1.0
7443,2709,1.0
7443,3074,1.0
7443,3643,1.0
7443,8380,1.0
7443,8619,1.0
7443,9448,1.0
7443,9555,1.0
7443,10462,1.0
7443,16163,1.0
7445,6871,1.0
7445,9104,1.0
7445,12642,1.0
7445,15892,1.0
7445,16634,1.0
7445,17288,1.0
7447,173,1.0
7447,197,1.0
7447,732,1.0
7447,1702,1.0
7447,3555,1.0
7447,3595,1.0
7447,3604,1.0
7447,3871,1.0
7447,4070,1.0
7447,4219,1.0
7447,4280,1.0
7447,4291,1.0
7447,4657,1.0
7447,4720,1.0
7447,4771,1.0
7447,5119,1.0
7447,5208,1.0
7447,5416,1.0
7447,5473,1.0
7447,5715,1.0
7447,6005,1.0
7447,6359,1.0
7447,6391,1.0
7447,6399,1.0
7447,6416,1.0
7447,6531,1.0
7447,6685,1.0
7447,7518,1.0
7447,7583,1.0
7447,7606,1.0
7447,7662,1.0
7447,7711,1.0
7447,8269,1.0
7447,8408,1.0
7447,8469,1.0
7447,8587,1.0
7447,8784,1.0
7447,8843,1.0
7447,8897,1.0
7447,8984,1.0
7447,9098,1.0
7447,9300,1.0
7447,9465,1.0
7447,9712,1.0
7447,10139,1.0
7447,10572,1.0
7447,10592,1.0
7447,11286,1.0
7447,14252,1.0
7447,15003,1.0
7447,15030,1.0
7447,15101,1.0
7447,15756,1.0
7447,16292,1.0
7447,16414,1.0
7447,16592,1.0
7447,17311,1.0
7447,18073,1.0
7448,4446,1.0
7450,5331,1.0
7450,8385,1.0
7451,473,1.0
7451,4033,1.0
7451,4361,1.0
7451,5743,1.0
7451,6824,1.0
7451,9128,1.0
7451,13920,1.0
7451,13961,1.0
7451,13962,1.0
7451,17719,1.0
7452,3601,1.0
7452,4770,1.0
7452,4844,1.0
7452,5113,1.0
7452,5128,1.0
7452,5753,1.0
7452,6789,1.0
7452,10994,1.0
7452,12199,1.0
7453,253,1.0
7453,3591,1.0
7453,3641,1.0
7453,3806,1.0
7453,3815,1.0
7453,4035,1.0
7453,4687,1.0
7453,5120,1.0
7453,5897,1.0
7453,6119,1.0
7453,6291,1.0
7453,7583,1.0
7453,8004,1.0
7453,8376,1.0
7453,8982,1.0
7453,9810,1.0
7453,10233,1.0
7453,12469,1.0
7453,14754,1.0
7453,15104,1.0
7454,507,1.0
7454,509,1.0
7454,1952,1.0
7454,3540,1.0
7454,5265,1.0
7454,5353,1.0
7454,5357,1.0
7454,5359,1.0
7454,6140,1.0
7454,7156,1.0
7454,7711,1.0
7454,13666,1.0
7454,14212,1.0
7454,14305,1.0
7454,14725,1.0
7457,12194,1.0
7458,188,1.0
7458,3873,1.0
7458,3883,1.0
7458,3922,1.0
7458,3938,1.0
7458,6824,1.0
7458,6825,1.0
7458,8694,1.0
7458,11238,1.0
7458,11473,1.0
7458,12031,1.0
7458,15103,1.0
7458,15104,1.0
7458,17391,1.0
7458,18061,1.0
7460,189,1.0
7460,6807,1.0
7460,7137,1.0
7460,7152,1.0
7460,7437,1.0
7460,9014,1.0
7460,9930,1.0
7460,15099,1.0
7460,15119,1.0
7460,15120,1.0
7462,379,1.0
7462,727,1.0
7462,3815,1.0
7462,3891,1.0
7462,4069,1.0
7462,4410,1.0
7462,4638,1.0
7462,4654,1.0
7462,4808,1.0
7462,5289,1.0
7462,5433,1.0
7462,5434,1.0
7462,5607,1.0
7462,5608,1.0
7462,6200,1.0
7462,6205,1.0
7462,6207,1.0
7462,6356,1.0
7462,6357,1.0
7462,6434,1.0
7462,6445,1.0
7462,6686,1.0
7462,7337,1.0
7462,8186,1.0
7462,8380,1.0
7462,8942,1.0
7462,9336,1.0
7462,9369,1.0
7462,10227,1.0
7462,10528,1.0
7462,12472,1.0
7462,14384,1.0
7462,15704,1.0
7462,16135,1.0
7462,18100,1.0
7462,18185,1.0
7462,18204,1.0
7463,4410,1.0
7463,7421,1.0
7463,7711,1.0
7463,8725,1.0
7463,8737,1.0
7464,140,1.0
7464,141,1.0
7464,142,1.0
7464,143,1.0
7464,1212,1.0
7464,3841,1.0
7464,4070,1.0
7464,4279,1.0
7464,4280,1.0
7464,4696,1.0
7464,5004,1.0
7464,5753,1.0
7464,5896,1.0
7464,6018,1.0
7464,6043,1.0
7464,6049,1.0
7464,6298,1.0
7464,6344,1.0
7464,6526,1.0
7464,6530,1.0
7464,6930,1.0
7464,6931,1.0
7464,6934,1.0
7464,7437,1.0
7464,7581,1.0
7464,8179,1.0
7464,8481,1.0
7464,8725,1.0
7464,10096,1.0
7464,11191,1.0
7464,11783,1.0
7464,12701,1.0
7464,15576,1.0
7464,15580,1.0
7465,4634,1.0
7465,8414,1.0
7465,9732,1.0
7465,9960,1.0
7466,3635,1.0
7466,4007,1.0
7466,4112,1.0
7466,4251,1.0
7466,5416,1.0
7466,5669,1.0
7466,6684,1.0
7466,8203,1.0
7466,8318,1.0
7466,8515,1.0
7466,10564,1.0
7466,14277,1.0
7467,14808,1.0
7469,5898,1.0
7469,8032,1.0
7469,9940,1.0
7469,17864,1.0
7469,17865,1.0
7470,50,1.0
7470,231,1.0
7470,4136,1.0
7470,8790,1.0
7471,1364,1.0
7471,1370,1.0
7471,1536,1.0
7471,2427,1.0
7471,5115,1.0
7471,5466,1.0
7471,5568,1.0
7471,7091,1.0
7471,8202,1.0
7471,9721,1.0
7471,13577,1.0
7471,15112,1.0
7471,15205,1.0
7472,5275,1.0
7472,5695,1.0
7472,8534,1.0
7472,10227,1.0
7472,10809,1.0
7472,11598,1.0
7473,2315,1.0
7473,3069,1.0
7473,3100,1.0
7473,3699,1.0
7473,4197,1.0
7473,4210,1.0
7473,4968,1.0
7473,4970,1.0
7473,4983,1.0
7473,5112,1.0
7473,5623,1.0
7473,8606,1.0
7473,10068,1.0
7473,11147,1.0
7473,11286,1.0
7473,12229,1.0
7473,12712,1.0
7473,13055,1.0
7473,15183,1.0
7473,15892,1.0
7473,16356,1.0
7473,16357,1.0
7473,17748,1.0
7474,1266,1.0
7474,1276,1.0
7474,1694,1.0
7474,2570,1.0
7474,2908,1.0
7474,3245,1.0
7474,3403,1.0
7474,3518,1.0
7474,3519,1.0
7474,3566,1.0
7474,3572,1.0
7474,3715,1.0
7474,4207,1.0
7474,4486,1.0
7474,5060,1.0
7474,5126,1.0
7474,5190,1.0
7474,5296,1.0
7474,5522,1.0
7474,5555,1.0
7474,5840,1.0
7474,5850,1.0
7474,5866,1.0
7474,5910,1.0
7474,5920,1.0
7474,6133,1.0
7474,6155,1.0
7474,6170,1.0
7474,6280,1.0
7474,6281,1.0
7474,6292,1.0
7474,6539,1.0
7474,7063,1.0
7474,7657,1.0
7474,7759,1.0
7474,8202,1.0
7474,8404,1.0
7474,8694,1.0
7474,9479,1.0
7474,9502,1.0
7474,9930,1.0
7474,10305,1.0
7474,10693,1.0
7474,11317,1.0
7474,11856,1.0
7474,12572,1.0
7474,12573,1.0
7474,12670,1.0
7474,12808,1.0
7474,13050,1.0
7474,14149,1.0
7474,14169,1.0
7474,14617,1.0
7474,16307,1.0
7474,16421,1.0
7474,17550,1.0
7474,17609,1.0
7474,17613,1.0
7474,17675,1.0
7474,17791,1.0
7474,18182,1.0
7475,8520,1.0
7475,13245,1.0
7476,2290,1.0
7476,2292,1.0
7476,2626,1.0
7476,7504,1.0
7476,10466,1.0
7476,18025,1.0
7478,2088,1.0
7478,2247,1.0
7478,7496,1.0
7478,8505,1.0
7478,8506,1.0
7478,8515,1.0
7478,10055,1.0
7480,1915,1.0
7480,14780,1.0
7480,17713,1.0
7482,190,1.0
7482,968,1.0
7482,1691,1.0
7482,1915,1.0
7482,2103,1.0
7482,4658,1.0
7482,6844,1.0
7482,8483,1.0
7482,14039,1.0
7484,2170,1.0
7484,3128,1.0
7484,3209,1.0
7484,13680,1.0
7486,5347,1.0
7486,6202,1.0
7486,16374,1.0
7486,17666,1.0
7487,192,1.0
7487,14847,1.0
7488,5101,1.0
7488,18094,1.0
7489,5877,1.0
7489,6991,1.0
7489,9714,1.0
7489,12047,1.0
7489,12049,1.0
7489,17988,1.0
7489,18360,1.0
7490,4379,1.0
7490,5225,1.0
7490,5274,1.0
7490,5508,1.0
7490,5664,1.0
7490,6948,1.0
7490,7172,1.0
7490,9133,1.0
7490,13856,1.0
7493,142,1.0
7493,187,1.0
7493,207,1.0
7493,1862,1.0
7493,1943,1.0
7493,2570,1.0
7493,3557,1.0
7493,3558,1.0
7493,3568,1.0
7493,3807,1.0
7493,3993,1.0
7493,4024,1.0
7493,4604,1.0
7493,5111,1.0
7493,5112,1.0
7493,5113,1.0
7493,5135,1.0
7493,5656,1.0
7493,5664,1.0
7493,5715,1.0
7493,6176,1.0
7493,6228,1.0
7493,6411,1.0
7493,6545,1.0
7493,6551,1.0
7493,7049,1.0
7493,7642,1.0
7493,8278,1.0
7493,8725,1.0
7493,9002,1.0
7493,9015,1.0
7493,9129,1.0
7493,9465,1.0
7493,9475,1.0
7493,10067,1.0
7493,11064,1.0
7493,11079,1.0
7493,13125,1.0
7493,15391,1.0
7493,16313,1.0
7493,16344,1.0
7493,17955,1.0
7494,16980,1.0
7496,1945,1.0
7496,3593,1.0
7496,4010,1.0
7496,4630,1.0
7496,5734,1.0
7496,9199,1.0
7496,17871,1.0
7496,18096,1.0
7497,3648,1.0
7497,4023,1.0
7497,4071,1.0
7497,4590,1.0
7497,5692,1.0
7497,5918,1.0
7497,5921,1.0
7497,7640,1.0
7497,7713,1.0
7497,7715,1.0
7497,14246,1.0
7497,15374,1.0
7497,15650,1.0
7497,18246,1.0
7498,3666,1.0
7498,4687,1.0
7498,8111,1.0
7498,8638,1.0
7498,10260,1.0
7498,12023,1.0
7498,17506,1.0
7500,3560,1.0
7500,4634,1.0
7500,4657,1.0
7500,4658,1.0
7500,5885,1.0
7500,9204,1.0
7500,9448,1.0
7502,3554,1.0
7502,4070,1.0
7502,4328,1.0
7502,4652,1.0
7502,5192,1.0
7502,7711,1.0
7502,8977,1.0
7502,9000,1.0
7502,13245,1.0
7502,15852,1.0
7504,5886,1.0
7504,11906,1.0
7504,13892,1.0
7504,15150,1.0
7505,142,1.0
7505,1112,1.0
7505,2069,1.0
7505,3086,1.0
7505,3546,1.0
7505,3795,1.0
7505,4418,1.0
7505,4531,1.0
7505,6680,1.0
7505,10067,1.0
7505,10527,1.0
7505,12357,1.0
7505,14318,1.0
7507,6375,1.0
7508,10843,1.0
7509,4283,1.0
7509,5499,1.0
7509,6530,1.0
7509,8448,1.0
7509,10227,1.0
7509,13582,1.0
7509,15207,1.0
7509,15592,1.0
7509,17955,1.0
7510,4197,1.0
7510,4201,1.0
7510,7400,1.0
7510,8668,1.0
7510,18091,1.0
7511,3996,1.0
7511,4128,1.0
7511,4984,1.0
7511,7364,1.0
7511,12705,1.0
7511,14966,1.0
7511,16281,1.0
7513,4804,1.0
7514,187,1.0
7514,995,1.0
7514,1193,1.0
7514,1495,1.0
7514,3635,1.0
7514,4763,1.0
7514,5206,1.0
7514,5432,1.0
7514,7909,1.0
7514,8475,1.0
7514,10088,1.0
7514,10693,1.0
7514,11031,1.0
7514,11147,1.0
7514,11842,1.0
7514,11847,1.0
7514,12014,1.0
7514,12635,1.0
7514,12710,1.0
7514,14441,1.0
7514,14617,1.0
7514,17881,1.0
7516,2301,1.0
7516,4657,1.0
7516,4728,1.0
7516,4778,1.0
7516,5135,1.0
7516,5137,1.0
7516,5139,1.0
7516,5143,1.0
7516,5650,1.0
7516,8694,1.0
