user_id,item_list
355,5054 17594 3995 3854 13325 7583 3993 18292 5301 2667
14071,5741 14159 3539 9579 8257 8259 11417 197 10068 3839
2606,724 8892 5261 6551 4688 4634 3511 3572 4280 9477
15177,17661 4626 5202 5610 5008 3839 4123 17598 5661 5839
18993,15502 16761 15114 4628 4115 15908 8414 8034 8259 8564
13279,1344 13837 2818 11063 5097 4771 4219 10836 18343 4669
17610,15444 18185 16140 6257 9035 8904 8852 14184 4219 10296
13794,8569 18157 8564 18143 8570 8571 17503 17561 4795 8565
29421,5142 7953 6393 8188 15398 5196 8942 4014 6881 8425
18513,5945 5322 7220 14012 17559 10962 3943 9218 3806 2454
20596,4280 5508 6806 2505 9084 3595 3805 3594 8507 7576
29386,5189 4779 4968 8666 18175 7888 16421 14251 7664 18176
25679,5745 15220 8922 4279 7534 16578 145 256 8534 5365
10581,530 7659 8666 3834 15030 8478 532 10012 520 5338
9105,11218 4179 1338 6934 6885 4955 16495 6798 4299 4949
23293,8554 5403 4792 8452 1023 10257 10154 5488 9951 15198
7870,8473 2144 2197 10830 2730 14277 3829 14315 3060 3092
8298,6784 3805 9465 16184 11249 11220 16414 6130 4151 9439
7573,2937 4927 9227 14737 3775 11299 13325 2586 11366 13229
13140,540 14075 16686 12038 2834 6046 12093 5372 18166 4656
20280,9336 4431 14852 15828 233 3569 6232 8630 9132 18112
11606,10579 714 374 6293 5899 4128 5550 17951 17775 8478
30533,9124 7174 8667 3827 2379 10967 4057 17253 4091 11733
12461,9275 12697 15860 12531 5475 143 8628 5586 141 5413
30905,16097 8445 18150 7496 11353 3541 6793 7678 15619 4416
19638,7581 8008 14251 9303 4489 4145 15101 12469 6648 6281
4325,142 5289 6486 15892 16506 759 6349 6356 8179 14652
4736,16184 737 2746 5190 4209 4070 6128 8483 2743 5149
20944,1123 3897 8632 5192 3830 9708 5128 8508 4979 6536
13663,18113 4199 11661 3993 6057 12038 14865 7198 15303 5918
4548,14656 17730 4068 12816 187 4948 5113 6745 4720 16185
7692,8672 1541 8445 8666 4242 15099 5756 5196 2500 4656
7444,11467 3105 9908 13922 13727 9805 13746 1944 13962 13732
9765,13836 4681 17547 15908 11948 6537 11047 11957 6391 10813
18816,6128 5499 6736 1338 8213 15416 16506 13577 8214 9104
30462,1023 12925 6228 12258 4396 10285 10939 16186 5304 1456
28169,14496 12013 10559 8857 3146 8629 18040 6778 3800 5008
29383,2212 5724 4252 6917 5525 12595 10582 2260 13819 18101
13764,3557 13174 4481 8032 3566 4605 741 6930 14250 8380
9791,17951 16184 8886 5680 8879 13918 5593 9580 17620 8257
2685,5034 18157 8030 7885 17550 735 6404 5975 9048 5270
8136,4689 5835 4057 4068 17498 6344 18071 1888 3928 8483
27059,9229 9204 5191 10067 4757 1105 18300 15749 9462 16949
29494,4214 189 4637 4059 9692 14996 194 5043 197 3785
24168,7662 9303 8636 131 3546 8641 5562 15720 18180 9
22573,16278 13918 5510 9625 17393 3805 4905 16578 13656 14847
8101,5147 16176 17955 5610 207 11314 12755 18175 10277 17113
29778,5370 8288 15947 5296 2834 5113 10012 6495 5702 6722
63,16238 9143 8111 189 16724 2289 4218 3081 3064 6381
4989,3653 2743 569 5498 14966 13810 3738 9670 17955 16303
28444,14216 4669 8700 3635 4269 4003 12971 5664 8445 5213
25905,735 18175 4275 9007 11908 17600 3387 227 7672 15908
14403,9014 8747 8569 4557 17955 5617 13046 4558 8577 13554
9146,8668 10807 4396 7174 7310 6043 7581 15120 5553 7663
23039,14251 3991 7354 6404 3542 6510 5603 6030 8360 4693
23350,3572 6438 10232 9014 3617 5193 8409 5532 6183 7250
263,4970 8638 6326 5454 6827 15409 10068 3111 9093 4396
14712,11330 15502 15503 3620 7247 6530 5560 13045 5686 6182
5287,15854 12201 16794 13429 7584 4778 1935 4965 16875 6764
30046,16211 8666 3313 18175 9475 3312 5142 7688 17835 5881
13345,8563 1498 1634 4200 12201 15122 12413 10163 5069 9693
9178,3883 4693 12851 7241 7354 854 17498 5740 15713 17862
26502,4768 9563 12357 10115 6049 4769 3902 5695 7243 10527
19808,3922 16106 4162 2953 374 12526 20 8647 4878 14270
1656,6391 7496 10808 4340 6731 9035 5169 14782 16307 17288
17523,7602 5522 14740 5708 3879 9461 15247 3540 8547 5681
14139,6866 4425 5297 8569 8853 15534 74 4013 4068 11218
10038,15384 15031 4410 3569 3565 4666 552 10858 4931 8257
332,232 7581 15220 8143 7824 11269 10591 4785 4032 4714
18021,9224 7659 3252 10376 10138 189 6918 6463 4792 7494
5928,3527 16373 14326 5684 12697 14217 14451 10585 3529 6046
18504,6049 7687 1415 2499 5695 515 13535 16664 5834 6374
19214,10901 5753 6132 5074 6662 11852 10227 8853 3868 10548
9893,8508 4072 6691 6948 4299 5135 5112 724 8483 4069
27983,14175 3922 4346 17995 6049 8478 12469 3920 156 11341
14010,4480 8473 8478 5910 5297 4532 4344 7662 6280 3584
4517,13918 6504 5120 3307 18291 7581 3569 11786 11265 6916
28928,14470 4977 14782 5590 9263 5291 9262 5331 8843 3387
22892,7354 4854 5598 6200 4346 10594 4737 16645 6901 17160
5406,6359 7664 7868 6320 17620 6802 12227 5560 4628 6793
27568,7178 14282 7301 3864 6648 18148 5510 7888 14504 7525
15433,6383 12606 12266 1092 116 10227 9655 12572 6391 14722
28318,17752 5340 7662 6762 7642 4687 70 3636 5645 8984
9946,14879 17653 3620 7600 8556 4220 4417 4182 4955 4206
27154,8567 8223 530 4093 10784 5297 17752 8641 9448 8426
16877,788 17288 7882 407 197 796 14522 792 18098 18095
5382,4018 8481 3105 2141 9014 8008 3377 14852 14972 17661
9152,14167 16419 16560 4528 7659 15157 16417 15458 1212 8111
12747,2810 16642 12149 5644 6235 16506 5112 11130 10369 16049
14044,18111 7887 3604 18332 9948 7192 17914 16765 7338 12704
28514,3359 197 14882 10939 13049 6246 749 8181 5653 231
1653,8505 3562 7576 8668 7595 3561 5664 8635 4693 5393
29700,7996 16185 4284 6793 10207 15868 18266 4037 5142 9948
2417,17120 12849 4410 5897 5542 6028 3991 13983 2735 10068
17740,3611 9302 6228 4359 4013 17782 6510 5832 8666 3991
22614,5156 11254 6157 4219 13612 3509 18228 7527 6156 5746
20763,8460 3806 648 3683 3686 246 647 4687 14251 5297
22038,17600 4731 4365 4900 9629 4657 58 4719 10783 6639
423,4759 4242 7655 3100 7661 3074 3510 5384 193 8252
19753,3654 8982 3079 3842 17620 6334 8328 12532 3535 6171
6550,15908 8915 10207 15263 9603 5220 9168 8143 5845 5696
7185,4127 15560 4637 15462 11782 8620 1212 4697 15855 4688
10500,15525 5297 12014 10124 5637 6798 116 17724 15892 12338
26630,17592 10466 11991 14152 2736 593 858 6782 17791 74
7632,1082 9469 5509 3088 4280 7174 4653 532 4618 8506
1708,3795 15118 6926 10678 842 4437 6806 4792 15104 10068
340,7642 12363 7657 593 1723 6882 5455 5114 3081 10035
3529,4779 8567 11286 17835 9133 15596 8563 9124 4205 9132
20801,7310 7495 6793 14880 9124 586 50 11428 10067 7231
1843,7883 6513 17709 14592 8161 17576 7657 64 2586 4621
11991,6159 10341 5490 13831 373 18054 5074 3951 5300 8172
7532,8535 18093 4702 4703 10302 10812 18092 8534 4219 5268
5976,7174 4418 4748 5568 724 4829 5645 4349 5448 16097
5276,13825 2499 3991 8214 6948 3560 8556 18172 5455 5115
12935,16241 5005 5508 5827 7422 6280 8349 3368 8347 8011
11084,231 6545 10012 739 8380 8957 6521 737 3991 6155
20053,2866 8667 11761 14586 17791 3572 3566 5105 3884 18128
16126,5508 8635 3879 5113 9702 197 724 14879 15853 10117
11089,623 2788 10870 7588 5516 15949 6485 2299 4687 6908
24533,7480 4621 12921 4628 12434 9104 5855 5850 4119 5645
21109,10227 6806 17369 6391 10874 6745 121 6731 5637 4317
2761,3963 6292 10810 8084 4629 6891 8202 3568 18291 10809
12729,187 10469 5455 16044 5297 3254 3034 4210 11870 3252
26121,15829 5479 16179 9080 13849 8186 4634 14099 9093 5455
9070,8007 1212 5063 8425 5460 7706 16767 5562 7607 735
12720,8309 1362 9643 6513 3252 15892 11809 5370 5373 3860
29576,3831 4720 17600 189 3542 9037 7706 194 17863 7494
17653,15100 15496 8202 6889 3594 3565 7254 8815 5280 8982
29096,1887 4440 11009 16765 6769 7182 10856 227 10854 7581
23523,7581 18067 9311 5374 9448 15109 6514 5275 12028 5677
11579,864 16827 7703 12368 17791 6880 10061 345 8638 8613
23928,4361 5895 9119 7202 3943 5002 14249 4352 5865 7997
22375,9111 9334 10928 17591 5897 3584 8841 4531 7450 9073
23127,5700 5143 17598 8179 5142 4256 8984 345 3601 5399
6342,4219 15149 3576 9451 532 9461 3582 4805 10020 3177
29835,5693 3997 6954 4272 4977 8278 13568 4432 13208 16256
18022,4629 4504 7706 5742 11906 4747 5204 7642 4280 17600
25495,5175 5176 4762 4634 4702 2301 9448 5156 4007 6648
1561,9714 6689 16304 4252 15583 9126 9477 15496 1342 2511
9182,8179 4329 3368 14099 12792 16468 11301 4652 17195 9104
11470,14538 10232 9124 9204 8075 8414 17342 10914 15200 5745
320,12227 6155 1826 6646 5297 18171 15101 7494 13272 5293
3850,5921 15152 8565 4755 18111 9043 8564 11785 13825 2738
20597,7152 8891 6381 11906 9303 8380 4280 1415 144 1021
8529,4977 6692 8567 739 5731 13825 6132 5542 11733 4949
14925,11218 14887 2185 6359 13672 4719 2586 10846 3060 10249
3278,15095 349 7583 6317 1260 2693 4487 6719 5331 11161
29428,9939 4779 9208 11567 6282 12524 14924 4717 15838 13241
15200,10194 3655 976 917 5611 3829 8151 4343 10917 15187
23328,87 9224 5332 18153 3253 7364 4657 4634 7870 15109
12807,16591 6359 6910 3074 7172 8111 6880 7202 6798 4360
8452,12259 7437 15293 5920 15122 3565 3566 12258 14617 12815
2289,5126 17955 15119 7172 12535 16478 6685 10531 9017 7141
26111,13177 8481 4310 4361 17955 14342 17559 3831 15223 9228
24684,17600 12469 7909 14864 814 11853 8526 8892 9718 5112
26927,6269 6657 3842 3654 3838 6744 18025 3528 4693 6201
15580,7581 9383 15652 18329 5044 8008 6648 5560 4762 5176
15365,8011 8937 6793 8179 9199 6806 8056 11334 9206 6798
15731,5322 9204 7583 6782 5615 10466 6167 5135 16339 6598
12410,11171 14184 12581 17955 7900 14440 13054 14559 1814 15583
22891,4970 6866 964 8483 17363 11120 6019 3626 8470 4626
13260,17863 10221 8186 9451 5538 8414 2810 4805 2616 1321
10997,9037 10232 15776 8854 1675 10042 5147 3922 6351 4937
991,15606 7478 6049 10914 4737 3569 6375 7314 5645 4034
29332,5069 2103 6882 5044 1425 484 12685 17501 486 15460
14011,3653 7326 75 3864 5432 16344 5587 5142 10562 4755
9166,4399 7581 7642 494 6556 7254 5285 16434 6394 4416
2127,8641 7178 4803 3754 9106 18100 4209 18093 594 7920
18900,7895 2735 9195 17327 9124 17461 2740 847 5429 5460
13259,5424 14750 11714 7884 16765 16768 5142 3131 15892 11028
19007,5374 9176 8478 6289 3060 8664 6201 10233 7594 17646
21917,18168 7455 1639 5681 1492 15156 3509 5542 6373 2834
27462,16752 8819 16187 11295 3971 4088 2283 5002 5673 4125
395,10914 240 17464 17951 10232 727 4123 6138 17570 6157
16273,8849 7192 6289 9226 5631 3922 4207 8635 4893 10055
5021,4736 3834 4691 3542 489 9448 7493 7174 11079 10384
10102,9109 9224 1943 5602 13836 8638 6510 10068 7470 6875
18829,14647 2835 3046 11222 8636 3999 3960 5147 11136 9643
24202,5533 4221 9503 13110 9562 4587 12187 3827 12903 588
14447,14840 8983 16097 8170 4728 4658 737 5616 714 6228
25858,11738 5113 12720 3059 8515 16584 8516 187 8526 13838
15067,9446 17464 9126 6333 9204 5533 6703 4623 11659 9473
26740,8519 11242 725 11241 12860 8502 9448 10041 3834 15948
10237,1530 10685 13923 4057 11125 5677 6430 13746 8244 7365
6031,4018 7172 231 18052 5143 192 7824 197 7199 1212
26205,1694 5508 11233 6091 8432 3991 227 7252 7493 8011
23657,6291 5752 18100 8445 5113 4343 3146 9115 11933 18101
738,4082 5434 9002 586 16104 13388 8638 13421 16979 4318
7485,11786 18143 8257 10227 5957 6234 7354 8102 6903 18183
16793,15949 3903 5189 4009 5191 4719 4728 7988 11469 4669
4624,8641 3553 66 7250 3105 5418 1691 7192 7479 6160
9309,584 7211 4559 3069 9244 13582 5887 6793 17508 10914
4549,7589 14851 11655 5920 5291 5508 5554 12186 2451 5346
14920,14250 3584 4483 8445 6707 11239 18185 9264 5402 7664
21815,14251 4344 5672 8423 8528 9303 10469 3621 17870 11328
4354,7493 3873 7608 3566 6484 6800 8835 6686 3891 7258
9881,8789 6291 6271 6083 4996 14314 13536 10636 6373 6292
5212,8445 6510 10232 6689 7065 14368 6369 8173 10469 12355
9267,8458 6881 16220 5957 3730 15104 5617 3859 13089 9642
22641,4218 3815 5745 7253 3655 8790 3531 3536 7493 6881
19491,8508 11784 14337 10245 4697 4762 10830 5147 116 18168
17985,1023 9115 5672 3074 9974 7326 9728 4068 8473 16088
16277,5430 6798 7530 5222 3775 9246 14754 13949 4050 17531
11,15380 2729 7817 4763 8132 3923 6715 2469 17989 6782
1772,15102 5128 3876 5019 3830 3879 737 15503 15099 7608
583,6228 3509 5276 5732 13072 14107 1014 4221 7459 13206
2600,17188 4881 197 5520 18175 5739 2185 4291 227 4612
29443,8669 5001 300 6135 8627 5220 6640 5044 13813 17955
165,4408 8790 17790 2666 4291 4368 5196 3088 15756 10108
16034,5568 9064 189 3077 9482 3831 11513 10167 10722 4446
7820,15598 8637 14740 2730 15652 14847 6132 4706 5196 7611
7518,4610 8381 15493 11734 16201 17109 4220 9171 4983 15226
235,10303 5695 17937 6117 18463 3102 2622 5223 12810 3897
20377,17855 3146 15782 352 17839 17834 3037 3806 725 5848
27925,4258 10192 4059 6477 8884 5951 1367 8694 6070 6648
2830,7710 6391 8577 8457 12410 13239 2178 2289 8011 2340
27662,14205 13871 10514 10410 3556 3917 9466 11972 6288 3560
21862,10104 16306 9461 3807 9043 7348 3841 5661 8202 6398
23598,3387 4279 9206 3885 3897 6715 5876 7496 4129 15119
1590,10232 17951 145 4748 11393 4623 7650 17955 2709 17870
14370,5114 7305 4034 13602 4055 3636 8478 2310 13594 6018
17146,17955 11989 15422 11568 6289 12715 13392 7212 11738 14586
3414,8425 9263 6648 3841 4658 5192 7495 6919 8214 10563
20897,15715 9229 4626 15716 1034 3852 7598 7334 12557 7336
9613,18080 8358 16017 4937 5336 4967 6640 16512 17585 16506
3967,9446 13871 3654 6870 5564 6528 6685 10880 6686 5406
17077,9609 17777 11366 9303 17963 9948 3710 14659 440 8179
20920,4623 5019 3540 11733 11834 10783 5926 10400 17594 18054
13690,1558 8245 18068 5058 18097 6296 9695 9712 6167 4115
7980,3402 189 8758 15705 12712 9728 9467 8747 6428 10507
16839,3102 10843 3450 5853 7631 3926 4065 4483 13918 4955
21473,6359 7772 197 17661 7642 5203 8382 14733 5560 7771
23448,14617 4284 3270 571 9303 5089 4844 15396 16617 256
23078,18258 15226 15222 8026 735 15232 15223 9132 11734 15230
27652,4693 4630 5700 9302 6018 9303 7883 345 15908 739
6140,3546 9264 5370 10068 9002 10894 3995 724 3651 7496
1642,14721 7310 10012 5112 10466 7823 3541 4531 10163 7529
12876,10138 14031 7241 12014 4779 18243 11222 18193 4352 6808
13154,8694 4921 4361 6833 6812 4074 15350 14713 8711 1651
17353,8432 3797 12546 6493 6790 12229 16282 16644 12201 7479
10865,7494 3096 18179 3997 193 5305 18175 5659 3830 15291
1477,6888 11191 17768 3897 10277 10562 6886 5723 5112 6404
25268,14800 12705 8638 7602 12357 4120 8843 234 6216 6228
12681,11098 4361 4538 6157 18186 4352 18031 3104 11334 18061
6529,3636 4280 8310 3531 5451 8678 7627 14311 5988 126
15442,11725 5051 13011 6943 6205 4119 3848 4035 13007 7228
9593,17262 5593 5340 727 1943 4496 5511 207 6482 11782
13580,10599 1212 10142 7584 14768 3074 8916 8915 9129 6918
16213,10660 14451 16184 11292 5692 7308 15681 7335 9302 8244
2810,6805 7602 13386 4018 11292 18187 7819 5147 8423 17783
8056,8455 4771 3921 12815 5206 8306 5753 4657 4762 4538
3979,6759 15892 6343 3902 16377 4210 9448 18350 3565 15947
13474,10938 2738 11666 16134 5112 4723 3897 6205 14313 3704
17544,3057 4723 666 10975 2261 7253 4984 7172 4706 15595
789,6339 10575 17977 13856 3968 15892 8478 8979 17955 7943
18573,6510 17293 4237 8309 6065 9461 7353 9459 16689 6962
24451,8667 14205 995 3084 4658 5653 15112 14811 15947 18008
20483,6018 6368 12293 5163 9115 7496 14526 4611 4352 18288
25348,10229 10575 4123 4279 4361 4035 8860 16137 9132 7274
20678,6465 3059 9480 6289 4343 4688 5715 6656 17752 10178
19060,1041 17862 7584 18096 8825 4557 7293 4728 381 17518
14353,8242 11076 4968 7352 12229 10277 13918 4217 8186 3417
5986,10185 7192 4342 8982 7354 6359 8012 6526 2371 18100
29397,4527 3835 9138 5275 5309 9055 5260 4420 6089 368
20378,7581 18100 16210 18183 5897 15501 3873 7662 12646 844
1470,3050 2525 16377 4111 17791 8186 13511 18101 17349 17351
12770,3514 5939 252 3642 3518 4840 10839 9943 4660 6012
17429,7310 3835 4658 5693 3806 7172 10138 6798 694 4634
8620,1488 12194 9030 14699 14337 13248 2990 15801 7648 18291
19738,16769 181 4244 17939 10830 12747 6289 5049 10513 5190
18805,9103 11 15589 4783 4361 3805 17556 10914 3991 5700
23903,7310 12469 4629 8456 9203 9446 4035 15688 10167 11394
11057,9475 10828 8627 6641 3805 3146 3095 8245 2996 15594
12931,5114 8605 5111 4824 4361 18073 5304 7621 16292 5113
2433,8638 7997 2771 4691 17392 4872 18288 17397 8481 1624
4732,8041 9227 6289 552 9947 5301 6531 18038 10494 10466
4908,14211 8666 14754 3676 14197 4303 15100 6793 14113 9630
13035,192 7606 7496 17598 3834 15222 8456 5046 4762 15892
11273,5416 18073 5835 16136 3642 6828 14583 3641 5700 11233
15056,8074 11550 7291 8900 12989 3794 5750 14996 6530 8725
265,6391 4703 3648 4827 6135 4702 8982 17957 4806 7342
8677,9761 9211 17558 8261 4396 5099 1557 5560 9208 17298
17756,18308 15101 6886 5301 12469 6888 10005 8843 15102 6866
9987,4327 13946 16661 7301 3741 1193 5196 17950 13669 12986
4267,5349 5528 16233 4762 4937 4420 6159 3569 4693 8317
14024,9337 3631 4397 5044 12352 9048 9673 11396 13359 2301
23813,4075 5562 10914 13208 8417 8259 14451 652 9448 15227
9158,5295 15120 16185 2788 14337 2588 4623 10163 8095 8564
24940,6990 8982 6695 11829 12469 3805 4221 2365 15502 4310
3652,15309 5191 1014 7581 7199 12469 9302 4510 8668 6404
6558,8478 7602 4804 12852 5416 8032 5780 5508 4762 1498
4276,9309 17835 4634 5190 5114 4779 6018 4778 15950 6404
10405,8940 10207 3611 12194 8556 724 3608 2289 10843 7478
24258,1894 12852 12967 14559 4000 14179 8481 7514 980 4567
29004,10232 6007 3942 5653 8423 724 5352 6799 3651 3654
9220,10144 571 8460 13378 14851 1105 8857 15303 790 1675
23414,18137 4687 7640 9530 14443 4657 4634 5275 7688 66
2488,5005 14727 8491 8445 5637 5475 15462 9180 8448 8841
6275,7584 7580 2578 3576 11277 8644 7541 6880 17762 5232
1725,6517 6293 10003 8605 5143 5112 5645 5297 15851 7657
1751,1944 6133 5120 11045 5661 18300 6530 1656 12532 14108
14313,586 3250 17807 5677 12612 8049 4094 16219 7239 4596
6404,17870 6784 8483 5645 5828 5291 4627 9302 10138 8414
17770,187 3823 3654 17813 18023 5222 8481 13582 11353 3822
4001,4343 12331 10423 5142 3834 16376 3028 8666 9335 749
11265,17460 15596 5044 3830 395 7337 10227 17570 432 5220
5505,4123 15686 16094 4082 4883 2522 7703 9303 9655 16255
21823,3569 588 5474 8425 5406 9487 10726 3571 6530 3529
13673,131 10232 17194 16273 16233 6598 13509 18096 12201 12040
3352,2525 13206 8638 15168 9451 5246 8475 6170 6028 16200
3342,18350 18098 15246 17870 5611 16612 18096 10296 18092 6752
16168,6531 6215 4357 6369 18350 13831 7311 728 7594 6159
17930,3274 18098 3276 4755 15948 13604 3898 8535 5034 5202
19391,7581 3717 5689 4785 6389 10528 1023 507 18185 5005
5511,7517 3891 13825 14851 5537 4806 3531 6289 10572 5708
12828,5518 4102 5398 7285 3074 10384 3893 8229 14867 15101
831,7518 1212 820 14617 11398 5407 11861 9467 13202 6686
10071,588 782 9930 6650 5719 12679 4827 16176 10085 9448
13998,4779 18252 5196 525 3628 16256 8223 17140 4390 3739
27207,6800 17775 11301 11008 7953 11300 16311 10661 16255 8552
15654,16137 4287 6662 6964 11469 3683 9176 10178 13781 13210
23562,4781 6374 5133 497 231 5085 17791 8627 5562 18094
27041,4720 6228 17351 189 2376 9348 3928 2301 5289 10300
11823,6018 5113 15220 9475 4161 3968 11293 3067 8946 11981
18199,8635 11921 3565 4127 10914 17783 995 7495 4111 5061
26229,3562 14847 5479 5301 3539 6258 3611 7172 6299 16185
2831,17503 12565 4771 4627 10807 1943 5154 13388 4440 4221
16102,3829 18300 5455 17310 9134 16424 3444 13862 3445 14273
20205,10966 1385 1273 1382 14846 12594 11316 3750 9014 3105
11439,7172 234 7348 3593 4630 17752 7590 18096 7320 3629
4058,18343 7671 17502 4687 14162 18031 17503 16281 7310 1694
1831,7189 8174 8528 7671 4691 131 17113 968 4984 3547
948,10130 1693 4807 9143 18096 4222 17600 3565 8984 11221
16070,6513 2575 13918 16182 10917 7150 657 2811 9627 5525
2693,15563 14879 4030 11790 16659 18081 5608 14207 6393 588
2616,4693 126 14954 3536 193 17578 4687 17988 8851 16306
18871,8500 1014 3831 12667 6510 15462 6917 8712 3822 14217
7093,4033 15502 7334 4279 4531 15122 3838 6540 10913 4481
6403,4033 3064 6014 4982 8448 15424 7517 10575 15892 5294
6168,5220 4791 192 11239 3565 5562 6948 11254 14451 4844
16585,725 6655 6077 10196 17955 17590 12399 5739 3805 5562
20976,6201 15706 9531 11949 12705 5142 8431 7493 12698 4691
7615,14391 3531 3226 5135 4901 4485 6984 16255 10232 10284
20584,7490 10870 8181 3902 6844 10082 3529 192 2301 7579
6136,3572 8306 6156 16393 8857 15705 6472 4629 5163 3510
25171,4025 3245 6546 17955 8584 18354 9341 18260 17547 17587
24405,5940 345 8397 13537 8790 4382 13517 3555 4001 3631
16204,7655 5008 13670 12253 8179 4731 5935 3971 7651 10189
22240,13172 17103 8440 6289 10466 995 6975 8745 3572 8483
22203,18081 1172 9014 3278 1212 10180 12759 4832 2484 8637
9373,17965 11665 8389 17778 11717 11693 10044 8583 5926 16136
28570,16293 2835 3566 5650 8974 17980 6692 10563 8023 5022
10473,3654 16219 5191 17870 8534 14173 4693 4357 5268 18111
24442,18249 18260 444 187 1920 11320 3953 5518 14277 18071
336,5542 4361 1193 5265 8034 11608 7699 14162 11048 7711
26885,1611 13174 8943 3092 14249 16750 17733 16586 8983 12883
8995,4696 8007 4691 8668 964 4399 7581 5897 11437 8667
6697,5113 6209 4244 9461 4623 4952 6201 11222 9462 6333
10973,3922 6012 668 18103 3287 5853 18180 6834 15144 15148
25391,10860 16106 520 647 4992 6793 197 15800 14800 8487
13351,17506 8694 16097 17951 4070 16510 16506 5202 4627 7366
19784,8669 6526 8670 10138 7595 570 6404 4420 7134 9948
18516,4959 6394 9015 4220 9031 5861 7207 5076 3827 4010
16119,8309 4634 15120 15707 5143 7329 5115 6282 8376 6526
6649,6159 18061 4721 16374 7496 5942 3641 4727 3654 8368
17095,7671 6327 6205 7642 4093 4838 8706 546 372 9048
30105,10466 4658 4657 15503 3897 3805 5147 5457 586 10000
3449,10287 8519 5656 4250 4251 17966 6784 4324 8841 3879
8926,5678 7457 4494 15800 5663 7190 7225 8960 4157 5677
27136,6228 15103 3572 15003 3565 10469 7887 8202 2305 8982
7319,8527 14870 5895 8555 4197 8668 5598 9126 8267 4627
17125,5596 4361 17735 18224 15846 657 7326 3922 4123 10291
8979,11268 5433 8583 145 15514 17183 144 9134 7836 18150
26954,4346 7199 8583 6807 7662 5650 8429 14339 7944 7207
27643,5532 5533 3822 11704 5188 3368 10408 12209 626 4687
24686,2083 15843 194 1212 17558 13602 4884 4883 8179 5520
21171,7300 14033 3828 12705 6827 12469 6359 552 14175 15947
21487,3792 4125 5943 4479 5753 15782 16643 8502 5246 14526
24636,15207 4418 10042 4207 12792 4687 3636 17188 4977 16096
19866,2036 12038 16256 17987 6184 7717 4361 4365 7359 17939
12442,6215 8526 7674 3839 8506 5142 8943 5039 3805 7662
14117,9791 14213 75 15843 9885 9646 14754 9775 14247 16384
8437,6469 9712 5897 6352 3572 5895 9002 8526 8186 6798
4038,285 4384 6864 17005 12419 12198 8627 14996 889 5012
10952,12146 9366 4372 14667 4609 15903 4627 3566 9378 7172
28231,4726 17509 379 17791 14251 4487 4481 4482 18100 4710
590,5589 4081 6392 4657 9208 4057 10068 7642 845 16255
25897,13768 18360 8875 11454 13770 13778 9771 14451 9885 6816
17471,8638 6521 7581 7887 2386 4870 4866 15228 8075 187
9511,9190 144 10230 10227 15230 8668 4278 6273 7462 256
12763,5181 1771 9224 5474 4869 72 1157 5166 8814 4123
9906,3568 17713 5147 4728 6685 3569 6686 17955 2835 4968
23355,8638 3251 4804 8483 15099 7602 1083 15100 7250 3252
11898,14977 11191 4033 8834 9810 4075 5645 4186 6046 9691
1839,4687 6505 4388 3842 4166 16169 5700 7197 15299 12933
10610,10528 914 13918 15003 17396 7383 2366 15181 9446 3922
29668,7354 5275 8935 4057 5700 11305 6422 12986 8035 5523
9668,5294 15746 14847 14779 1287 13137 3094 14855 11214 12299
3059,4446 11948 15908 9115 15102 7437 3972 15120 11191 8526
30638,356 9263 9205 8943 12395 3897 7887 9208 8936 6536
18886,7153 4769 16333 2234 14319 14146 4124 5166 6259 1172
14194,17677 14101 9236 4182 13089 15893 10783 14722 5297 8694
25873,8856 12673 4355 9014 5114 5615 8186 3365 15851 12687
19975,4762 3251 4396 5147 9334 5587 11248 9910 4482 3252
9628,9477 1143 11078 3616 9475 8561 9714 16158 4845 4420
5014,7258 7259 4289 4279 8520 9132 4294 5389 8638 9475
24003,17677 9960 127 4768 3694 8856 14315 5114 11921 16597
4704,16845 197 15459 189 9502 8279 8368 6200 8714 18358
9191,7340 14800 4199 8569 5516 1264 6919 6233 7339 12183
30606,5076 3806 4480 3587 2738 17927 6525 3590 8666 8936
20838,17531 10145 10469 4094 4396 17496 2988 6551 1415 4093
21186,5291 17957 7909 10664 13898 4357 54 17790 17560 15152
360,15058 14284 5740 3378 13187 3668 9611 14722 5731 3452
8968,6715 9656 12527 8984 10011 7604 11427 5555 3633 5340
6341,8051 8052 8526 6812 4003 735 6526 189 13837 10121
7682,18308 18088 14869 457 4034 9787 4187 3655 7525 4035
25302,3074 3011 2301 8381 572 17967 14282 6393 3541 6943
20669,16414 11733 6526 10067 8414 2758 16220 3993 9204 2759
176,7174 10105 4737 3541 17967 9302 7640 16306 14089 4005
28505,5413 5141 7372 3707 10458 17558 72 4838 4526 193
8906,4127 8541 5679 4128 11292 4658 4430 15509 4218 4657
29993,9714 9259 9201 9303 17591 9203 3568 17952 5470 16137
26232,5725 5190 1668 8533 6296 7885 5118 4771 3576 5519
14614,16137 7584 6293 4365 9087 6955 8635 4361 12827 3082
26314,10263 13545 9630 6942 15597 5169 8825 15086 13147 3968
22365,192 6373 11468 5537 6761 16396 4887 13766 4902 9103
11010,16281 18187 12967 7657 6168 4432 7687 10960 7662 17367
16725,9360 13924 4867 5495 10141 2958 5285 4627 5086 3541
15723,17866 18302 17868 6219 5120 4748 13851 5520 4747 17867
21693,4440 5294 197 8641 1944 4691 4279 6785 16169 5354
5557,6583 16512 6117 13624 16517 10663 16510 995 6404 8179
